timestamp,voltage_uV
1.5230939388275146,0
1.825695514678955,213125
2.127459764480591,254625
2.427971124649048,224625
2.7291159629821777,231000
3.0308306217193604,271250
3.3317179679870605,269250
3.633545160293579,244500
3.935832977294922,289250
4.237736701965332,254500
4.53832745552063,282375
4.83905291557312,268625
5.140616416931152,272750
5.441965341567993,277375
5.743065118789673,288500
6.045004844665527,326500
6.345566272735596,322875
6.6477134227752686,299625
6.94854736328125,307000
7.24998140335083,312000
7.551455497741699,313750
7.852918386459351,318500
8.154818058013916,324500
8.456349611282349,367875
8.757392168045044,371000
9.058073282241821,377125
9.358979225158691,378875
9.65954065322876,350625
9.960679769515991,354750
10.2625572681427,361250
10.56322431564331,405000
10.863837957382202,409125
11.165345907211304,381500
11.466992139816284,381125
11.767948627471924,420625
12.068750381469727,390875
12.369077444076538,433625
12.670699119567871,432625
12.971207857131958,446250
13.272552728652954,414375
13.573589563369751,456375
13.876669645309448,460125
14.177253723144531,430375
14.477830410003662,432125
14.780126094818115,474750
15.081189155578613,478500
15.382291316986084,480375
15.683149814605713,451375
15.983922004699707,494750
16.285413026809692,462750
16.586618900299072,466750
16.88785219192505,510375
17.188486099243164,482750
17.490781545639038,483125
17.79151225090027,526125
18.092624187469482,494750
18.394336938858032,534500
18.696130514144897,542500
18.99711322784424,508625
19.299171209335327,550875
19.60036063194275,521750
19.901966094970703,529625
20.204577684402466,536750
20.505483865737915,535000
20.80638313293457,576875
21.108336448669434,545750
21.409013748168945,587500
21.70972228050232,592375
22.010854959487915,561500
22.312426328659058,564375
22.613600254058838,572500
22.915629863739014,576000
23.2167911529541,610750
23.519205331802368,588375
23.820138931274414,589625
24.12142848968506,594375
24.422885417938232,601000
24.725250482559204,604125
25.026376247406006,612125
25.327407360076904,651875
25.628010988235474,657375
25.92981481552124,627625
26.231323719024658,667500
26.53310751914978,638625
26.834996700286865,677250
27.13711953163147,649750
27.438172578811646,649375
27.739144563674927,660250
28.04035973548889,660000
28.342846393585205,697500
28.644005060195923,669250
28.945499897003174,705625
29.24708104133606,681750
29.547915935516357,686000
29.848658084869385,726250
30.149393558502197,695250
30.450980186462402,700125
30.75203251838684,742000
31.053794145584106,709625
31.354501724243164,714125
31.655607223510742,754000
31.956088066101074,726000
32.25672888755798,729250
32.557870626449585,733125
32.85868525505066,738000
33.16055393218994,748625
33.461079120635986,781125
33.761327028274536,789000
34.061930418014526,759625
34.36253046989441,801000
34.663928747177124,805500
34.965503454208374,805375
35.26681590080261,809375
35.568522930145264,782000
35.868725061416626,789000
36.16911053657532,793000
36.46943020820618,796500
36.77069282531738,836125
37.07157373428345,843875
37.372421741485596,813375
37.67377328872681,852250
37.97556972503662,858000
38.27645540237427,864250
38.57769536972046,831000
38.87959909439087,871625
39.180708169937134,879500
39.481637954711914,845750
39.78209638595581,852375
40.08268332481384,891750
40.38366460800171,861000
40.68511700630188,869625
40.9864342212677,908000
41.28781342506409,874625
41.5898962020874,880375
41.89197635650635,921750
42.19266724586487,892625
42.4937105178833,897125
42.79664587974548,898750
43.09783387184143,910500
43.40214800834656,946000
43.703129529953,913500
44.00537371635437,918875
44.30663275718689,960250
44.607383251190186,929125
44.90785217285156,934000
45.20890831947327,971625
45.50928592681885,944125
45.810612201690674,982750
46.11207699775696,985625
46.4131064414978,958750
46.71453642845154,991750
47.01554322242737,1001125
47.31688213348389,1009125
47.61908483505249,1009250
47.92063546180725,980000
48.222153186798096,987625
48.523311614990234,1027250
48.825087785720825,1031250
49.12605166435242,999250
49.42714071273804,1039750
49.72915506362915,1045500
50.02999544143677,1014875
50.33080053329468,1049875
50.631465435028076,1058875
50.9321870803833,1030375
51.23394513130188,1068125
51.534663438797,1071375
51.83657717704773,1041125
52.1376428604126,1081375
52.4395968914032,1088250
52.74052906036377,1055000
53.04130411148071,1095000
53.34240674972534,1067125
53.6444616317749,1101000
53.94549202919006,1073375
54.246615409851074,1079250
54.54759097099304,1083500
54.848769426345825,1086125
55.1502366065979,1095375
55.45131516456604,1101875
55.75187945365906,1139625
56.05346059799194,1143250
56.354459285736084,1147500
56.655193567276,1115375
56.95598602294922,1157625
57.25816369056702,1126250
57.5593056678772,1165375
57.8598415851593,1168750
58.16096353530884,1175250
58.46202492713928,1177250
58.76345443725586,1152250
59.064993143081665,1152750
59.36575508117676,1194000
59.667468309402466,1198000
59.96890830993652,1201250
60.26982665061951,1203625
60.57044959068298,1176000
60.873188495635986,1217625
61.17375588417053,1184375
61.47485947608948,1190750
61.7759428024292,1229750
62.076444149017334,1200250
62.37761354446411,1239625
62.67936873435974,1239625
62.980926275253296,1246625
63.281718015670776,1216750
63.58296608924866,1245875
63.88339066505432,1226625
64.18518877029419,1233250
64.48775362968445,1271500
64.78870224952698,1243500
65.08993005752563,1279875
65.39133715629578,1281125
65.6929087638855,1289625
65.99360656738281,1292875
66.29509472846985,1261750
66.59804439544678,1302750
66.89954614639282,1281375
67.20071148872375,1275125
67.50177335739136,1314125
67.80362701416016,1317500
68.10598850250244,1323875
68.40687799453735,1329125
68.7082314491272,1297875
69.00976181030273,1338625
69.31111168861389,1307375
69.61238074302673,1311750
69.91395664215088,1353125
70.21450066566467,1354625
70.516597032547,1360250
70.81768131256104,1364625
71.11885285377502,1370375
71.42003345489502,1374750
71.72255873680115,1344625
72.02314138412476,1349375
72.32450437545776,1387250
72.62562966346741,1356375
72.92772579193115,1397375
73.22867393493652,1368125
73.52984309196472,1369750
73.8301591873169,1372750
74.13231682777405,1378250
74.43298411369324,1383000
74.73393273353577,1414250
75.03473567962646,1428125
75.33632302284241,1401000
75.63826608657837,1436000
75.93978762626648,1442375
76.24109554290771,1443500
76.54282212257385,1416125
76.84355306625366,1419250
77.14511227607727,1426250
77.44614768028259,1463125
77.74760007858276,1434375
78.04827785491943,1471125
78.34879994392395,1476875
78.64922213554382,1454125
78.95098757743835,1484500
79.25247192382812,1454125
79.55385112762451,1458875
79.85563969612122,1463125
80.15798735618591,1502000
80.45952916145325,1506750
80.76089906692505,1510000
81.06216430664062,1480750
81.36425352096558,1484750
81.66558361053467,1522250
81.96688461303711,1528375
82.26898455619812,1502375
82.57078051567078,1534375
82.87192106246948,1541250
83.17373037338257,1545625
83.47485041618347,1516000
83.77530097961426,1518875
84.07662177085876,1523500
84.37868857383728,1563250
84.6797103881836,1568625
84.98148703575134,1539375
85.28251242637634,1573750
85.5835964679718,1579625
85.88480544090271,1583250
86.18692421913147,1553375
86.48879289627075,1558125
86.78973984718323,1597500
87.09106731414795,1601000
87.39214181900024,1572375
87.69338417053223,1607875
87.99459934234619,1611750
88.29633593559265,1619375
88.59814524650574,1589250
88.89937376976013,1625375
89.20026516914368,1601625
89.50297784805298,1605750
89.80482888221741,1641125
90.10675311088562,1644250
90.40748620033264,1648625
90.70877385139465,1652000
91.01164484024048,1627750
91.31225728988647,1663250
91.61310243606567,1661750
91.91371321678162,1670625
92.21470332145691,1639250
92.51543140411377,1644000
92.81576132774353,1683375
93.11738610267639,1652375
93.41869854927063,1691375
93.71908664703369,1660375
94.01989078521729,1664000
94.32194757461548,1671500
94.62390947341919,1709250
94.92439031600952,1678875
95.22463035583496,1683250
95.52594566345215,1689375
95.82767510414124,1691625
96.12910270690918,1728625
96.43002104759216,1700000
96.73217153549194,1732000
97.03485155105591,1707750
97.33531904220581,1747250
97.63651061058044,1716375
97.93739056587219,1725250
98.23989224433899,1759000
98.54007935523987,1731250
98.84153866767883,1733125
99.14313244819641,1738375
99.44516086578369,1741375
99.74617147445679,1746625
100.04663395881653,1753250
100.34731578826904,1754125
100.64873838424683,1792000
100.9491081237793,1779000
101.250417470932,1801000
101.55238676071167,1772875
101.85313630104065,1777250
102.1557846069336,1812750
102.45617341995239,1785000
102.75697374343872,1818625
103.05823493003845,1822750
103.35887861251831,1795375
103.66057324409485,1833625
103.96161341667175,1837750
104.26343035697937,1810875
104.56451320648193,1835625
104.86516785621643,1816125
105.16576981544495,1854625
105.46817111968994,1824875
105.76933407783508,1830625
106.07133388519287,1866750
106.37265682220459,1849875
106.67415928840637,1842375
106.9752345085144,1845250
107.275559425354,1851250
107.57616209983826,1887625
107.87774419784546,1888000
108.17876410484314,1895125
108.47998857498169,1900500
108.78110361099243,1870875
109.08294034004211,1908375
109.38457608222961,1911375
109.68608331680298,1914000
109.98748826980591,1919750
110.28869271278381,1892125
110.58949947357178,1893750
110.89090919494629,1899875
111.19181728363037,1913000
111.49382615089417,1940500
111.79446244239807,1913375
112.09522676467896,1948500
112.39609503746033,1951375
112.69797587394714,1951750
112.99822950363159,1928500
113.29901480674744,1930875
113.59953737258911,1968625
113.90129971504211,1971750
114.20213580131531,1947250
114.5027711391449,1947875
114.80441284179688,1984625
115.1064338684082,1955250
115.40739631652832,1959250
115.70791935920715,1964500
116.009206533432,2000000
116.31074333190918,2005875
